name,york_id,n_entries_iris,n_instruments_iris,value,has_materials
523,york:853042,2,1,Plausibility and subcategorization preference in children's processing of tenporarily ambiguous sentences: Evidence from self-paced reading,Records with materials
524,york:853044,2,0,Working memory restricts the use of semantic information in ambiguity resolution,Records with information only (materials not yet held)
524,york:853044,2,0,Individual differences in the second language processing of object-subject ambiguities,Records with information only (materials not yet held)
525,york:853045,1,0,Individual differences in the second language processing of object-subject ambiguities,Records with information only (materials not yet held)
526,york:853047,1,0,Individual differences in the second language processing of object-subject ambiguities,Records with information only (materials not yet held)
527,york:853076,1,1,Reexamining elicited imitation as a measure of implicit grammatical knowledge and beyond…?,Records with materials
528,york:853109,1,0,Aptitude as grammatical sensitivity and the initial stages of learning Japanese as a L2,Records with information only (materials not yet held)
529,york:853111,1,0,Aptitude as grammatical sensitivity and the initial stages of learning Japanese as a L2,Records with information only (materials not yet held)
530,york:853133,3,0,Form-meaning connections and the French causitive,Records with information only (materials not yet held)
530,york:853133,3,0,Explicit instruction and input processing,Records with information only (materials not yet held)
530,york:853133,3,0,Processing instruction and the French causative: Another replication,Records with information only (materials not yet held)
531,york:853134,3,0,Form-meaning connections and the French causitive,Records with information only (materials not yet held)
531,york:853134,3,0,Explicit instruction and input processing,Records with information only (materials not yet held)
531,york:853134,3,0,Processing instruction and the French causative: Another replication,Records with information only (materials not yet held)
532,york:853152,1,0,The roles of explicit information and grammatical sensitivity in processing instruction: Nominative-accusative case marking and word order in German L2,Records with information only (materials not yet held)
533,york:853153,1,1,The roles of explicit information and grammatical sensitivity in processing instruction: Nominative-accusative case marking and word order in German L2,Records with materials
534,york:853154,1,0,The roles of explicit information and grammatical sensitivity in processing instruction: Nominative-accusative case marking and word order in German L2,Records with information only (materials not yet held)
535,york:853155,1,0,The roles of explicit information and grammatical sensitivity in processing instruction: Nominative-accusative case marking and word order in German L2,Records with information only (materials not yet held)
536,york:853157,1,0,Lexical constraints in second language learning: Evidence on grammatical gender in German,Records with information only (materials not yet held)
537,york:853158,1,0,Lexical constraints in second language learning: Evidence on grammatical gender in German,Records with information only (materials not yet held)
538,york:853159,1,0,Lexical constraints in second language learning: Evidence on grammatical gender in German,Records with information only (materials not yet held)
539,york:853161,2,0,Factors affecting the retention of sentential negation in heritage Egyptian Arabic,Records with information only (materials not yet held)
539,york:853161,2,0,"Frog, where are you",Records with information only (materials not yet held)
540,york:853165,1,1,Factors affecting the retention of sentential negation in heritage Egyptian Arabic,Records with materials
541,york:853168,1,0,Factors affecting the retention of sentential negation in heritage Egyptian Arabic,Records with information only (materials not yet held)
542,york:853206,1,1,Incidental acquisition of new words during reading in L2: Inference of meaning and its integration in the L2 mental lexicon,Records with materials
543,york:853207,1,1,Incidental acquisition of new words during reading in L2: Inference of meaning and its integration in the L2 mental lexicon,Records with materials
544,york:853208,1,1,Incidental acquisition of new words during reading in L2: Inference of meaning and its integration in the L2 mental lexicon,Records with materials
545,york:853212,3,0,Incidental acquisition of new words during reading in L2: Inference of meaning and its integration in the L2 mental lexicon,Records with information only (materials not yet held)
545,york:853212,3,0,The relationship between reading comprehension and second language development in a comprehension based ESL programme,Records with information only (materials not yet held)
545,york:853212,3,0,Enhancing vocabulary acquisition through reading: A hierarchy of text-related exercise-types,Records with information only (materials not yet held)
